BioSample_s	Center_Name_s	Experiment_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	population_s	Assay_Type_s	AssemblyName_s	BioProject_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s	Strain_s	g1k_analysis_group_s	g1k_pop_code_s	source_s
SAMEA1573114	Centre for Genomic Regulation, Barcelona	ERX162766	NA12043.2.M_120127_7 extract	2012-11-07	4266	2654	2012-11-07	ERR188414	ERS185386	GEUV:NA12043	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573390	Max Planck Institute for Molecular Genetics	ERX163139	NA20819.3.M_120202_2 extract	2012-11-07	3034	2144	2012-11-07	ERR188424	ERS185339	GEUV:NA20819	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573450	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX162738	NA11843.4.M_120208_6 extract	2012-11-07	4106	2913	2012-11-07	ERR188426	ERS185326	GEUV:NA11843	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573131	Centre for Genomic Regulation, Barcelona	ERX163054	NA07346.2.M_111215_7 extract	2012-11-07	4821	3248	2012-11-07	ERR188135	ERS185346	GEUV:NA07346	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573383	Uppsala University	ERX163130	NA18487.6.M_120119_5 extract	2012-11-07	3166	2229	2012-11-07	ERR188143	ERS185377	GEUV:NA18487	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573163	Leiden University Medical Center	ERX162909	HG00139.7.M_120219_1 extract	2012-11-07	6134	4386	2012-11-07	ERR188144	ERS185358	GEUV:HG00139	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573100	Uppsala University	ERX162721	NA19209.6.M_120217_1 extract	2012-11-07	3210	2212	2012-11-07	ERR188434	ERS185343	GEUV:NA19209	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573285	University of Geneva	ERX162940	NA20540.1.M_111124_2 extract	2012-11-07	3084	2293	2012-11-07	ERR188436	ERS185349	GEUV:NA20540	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573323	Centre for Genomic Regulation, Barcelona	ERX162824	NA19200.2.M_111216_1 extract	2012-11-07	4101	3018	2012-11-07	ERR188440	ERS185316	GEUV:NA19200	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573199	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	ERX162901	HG00244.5.M_120131_7 extract	2012-11-07	4770	3312	2012-11-07	ERR188448	ERS185335	GEUV:HG00244	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573405	Centre for Genomic Regulation, Barcelona	ERX163011	HG00251.2.M_111216_8 extract	2012-11-07	4685	3308	2012-11-07	ERR188154	ERS185361	GEUV:HG00251	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573369	Centre for Genomic Regulation, Barcelona	ERX163152	NA20790.2.M_111215_6 extract	2012-11-07	3915	2702	2012-11-07	ERR188155	ERS185378	GEUV:NA20790	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573170	Centre for Genomic Regulation, Barcelona	ERX163065	NA12872.2.M_111216_2 extract	2012-11-07	4653	3361	2012-11-07	ERR188157	ERS185354	GEUV:NA12872	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573466	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX162785	HG00245.4.M_120208_6 extract	2012-11-07	4101	2892	2012-11-07	ERR188159	ERS185364	GEUV:HG00245	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573449	Max Planck Institute for Molecular Genetics	ERX162724	NA18510.3.M_120202_7 extract	2012-11-07	2953	2066	2012-11-07	ERR188165	ERS185396	GEUV:NA18510	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573140	Centre for Genomic Regulation, Barcelona	ERX162746	HG00146.2.M_111216_1 extract	2012-11-07	4131	3034	2012-11-07	ERR188455	ERS185338	GEUV:HG00146	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573401	Centre for Genomic Regulation, Barcelona	ERX163141	NA12286.2.M_111216_1 extract	2012-11-07	4391	3223	2012-11-07	ERR188467	ERS185390	GEUV:NA12286	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573399	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	ERX162941	HG00154.5.M_120131_7 extract	2012-11-07	4659	3237	2012-11-07	ERR188468	ERS185376	GEUV:HG00154	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573129	Leiden University Medical Center	ERX162768	NA12814.7.M_120219_3 extract	2012-11-07	6396	4493	2012-11-07	ERR188081	ERS185330	GEUV:NA12814	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573351	Centre for Genomic Regulation, Barcelona	ERX162900	NA19131.2.M_111215_8 extract	2012-11-07	5511	3779	2012-11-07	ERR188170	ERS185370	GEUV:NA19131	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573343	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX162812	NA20785.4.M_120208_1 extract	2012-11-07	3884	2783	2012-11-07	ERR188173	ERS185317	GEUV:NA20785	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573308	Leiden University Medical Center	ERX162842	NA18912.7.M_120219_3 extract	2012-11-07	6534	4592	2012-11-07	ERR188182	ERS185373	GEUV:NA18912	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573099	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	ERX162977	NA20815.5.M_120131_5 extract	2012-11-07	4480	3047	2012-11-08	ERR188475	ERS185332	GEUV:NA20815	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573469	Centre for Genomic Regulation, Barcelona	ERX162740	HG00341.2.M_111216_7 extract	2012-11-07	4271	3088	2012-11-07	ERR188197	ERS185404	GEUV:HG00341	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573352	Leiden University Medical Center	ERX162811	NA20542.7.M_120219_2 extract	2012-11-07	2897	2048	2012-11-07	ERR188203	ERS185318	GEUV:NA20542	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573409	Centre for Genomic Regulation, Barcelona	ERX162844	NA19222.2.M_111216_7 extract	2012-11-07	4665	3386	2012-11-07	ERR188207	ERS185375	GEUV:NA19222	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573110	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	ERX162860	NA12006.5.M_120131_1 extract	2012-11-07	4465	3041	2012-11-07	ERR188076	ERS185344	GEUV:NA12006	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573166	Centre for Genomic Regulation, Barcelona	ERX162726	NA12413.2.M_111215_6 extract	2012-11-07	5502	3813	2012-11-07	ERR188181	ERS185321	GEUV:NA12413	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573183	University of Geneva	ERX162810	HG00187.1.M_120209_2 extract	2012-11-07	5379	3697	2012-11-07	ERR188425	ERS185355	GEUV:HG00187	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573266	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX163079	NA19175.4.M_120208_8 extract	2012-11-07	4119	2937	2012-11-07	ERR188211	ERS185348	GEUV:NA19175	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573144	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	ERX163052	HG00325.5.M_120131_1 extract	2012-11-07	5088	3453	2012-11-07	ERR188218	ERS185357	GEUV:HG00325	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573462	University of Geneva	ERX163021	HG00117.1.M_111124_2 extract	2012-11-07	7803	5790	2012-11-07	ERR188219	ERS185322	GEUV:HG00117	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573278	Leiden University Medical Center	ERX162886	NA18908.7.M_120219_7 extract	2012-11-07	4810	3244	2012-11-07	ERR188223	ERS185381	GEUV:NA18908	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573473	Centre for Genomic Regulation, Barcelona	ERX162938	HG00271.2.M_111215_7 extract	2012-11-07	5787	3910	2012-11-07	ERR188397	ERS185394	GEUV:HG00271	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573385	Centre for Genomic Regulation, Barcelona	ERX162735	NA19143.2.M_111216_8 extract	2012-11-07	4837	3410	2012-11-07	ERR188459	ERS185391	GEUV:NA19143	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573496	Max Planck Institute for Molecular Genetics	ERX162838	NA19247.3.M_120223_7 extract	2012-11-07	4700	3151	2012-11-07	ERR188463	ERS185366	GEUV:NA19247	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573471	Centre for Genomic Regulation, Barcelona	ERX162779	HG00233.2.M_111215_8 extract	2012-11-07	4713	3263	2012-11-07	ERR188312	ERS185350	GEUV:HG00233	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573541	University of Geneva	ERX163076	HG00278.1.M_111124_5 extract	2012-11-07	3402	2385	2012-11-07	ERR188230	ERS185328	GEUV:HG00278	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573098	Leiden University Medical Center	ERX162946	HG00234.7.M_120219_4 extract	2012-11-07	7073	4858	2012-11-07	ERR188237	ERS185334	GEUV:HG00234	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573190	Max Planck Institute for Molecular Genetics	ERX163113	NA20520.3.M_120202_2 extract	2012-11-07	2037	1454	2012-11-07	ERR188239	ERS185320	GEUV:NA20520	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573283	University of Geneva	ERX162919	HG00343.1.M_111124_5 extract	2012-11-07	5342	3726	2012-11-07	ERR188141	ERS185382	GEUV:HG00343	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573136	Leiden University Medical Center	ERX162717	HG00143.7.M_120219_2 extract	2012-11-07	4132	2929	2012-11-07	ERR188257	ERS185423	GEUV:HG00143	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573221	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX162932	NA20582.4.M_120208_2 extract	2012-11-07	4572	3167	2012-11-07	ERR188259	ERS185380	GEUV:NA20582	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573456	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	ERX162846	HG00369.5.M_120131_1 extract	2012-11-07	4745	3224	2012-11-07	ERR188260	ERS185365	GEUV:HG00369	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573109	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	ERX163024	NA19108.5.M_120131_7 extract	2012-11-07	7020	4849	2012-11-07	ERR188261	ERS185359	GEUV:NA19108	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573537	Max Planck Institute for Molecular Genetics	ERX162884	NA18505.3.M_120202_1 extract	2012-11-07	2231	1554	2012-11-07	ERR188273	ERS185369	GEUV:NA18505	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573090	Centre for Genomic Regulation, Barcelona	ERX162819	NA20758.2.M_111215_8 extract	2012-11-07	5997	4159	2012-11-07	ERR188276	ERS185342	GEUV:NA20758	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573176	University of Geneva	ERX163135	NA18861.1.M_120209_2 extract	2012-11-07	2306	1576	2012-11-07	ERR188278	ERS185336	GEUV:NA18861	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573263	Max Planck Institute for Molecular Genetics	ERX163083	HG00381.3.M_120202_7 extract	2012-11-07	1773	1251	2012-11-07	ERR188280	ERS185385	GEUV:HG00381	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573444	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX162772	HG00123.4.M_120208_7 extract	2012-11-07	4437	3040	2012-11-07	ERR188035	ERS185352	GEUV:HG00123	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573252	Uppsala University	ERX162870	NA12761.6.M_120119_2 extract	2012-11-07	4285	2915	2012-11-07	ERR188061	ERS185347	GEUV:NA12761	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573453	Leiden University Medical Center	ERX163161	HG00232.7.M_120219_3 extract	2012-11-07	2666	1876	2012-11-07	ERR188289	ERS185351	GEUV:HG00232	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573427	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	ERX163145	NA19189.5.M_120131_7 extract	2012-11-07	4775	3305	2012-11-07	ERR188292	ERS185325	GEUV:NA19189	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573115	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	ERX163171	NA19146.5.M_120131_5 extract	2012-11-07	4887	3314	2012-11-07	ERR188104	ERS185331	GEUV:NA19146	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573520	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX162928	NA18873.4.M_120208_7 extract	2012-11-07	3767	2561	2012-11-07	ERR188313	ERS185327	GEUV:NA18873	YRI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573380	Max Planck Institute for Molecular Genetics	ERX163039	HG00380.3.M_120202_8 extract	2012-11-07	2988	2119	2012-11-07	ERR188314	ERS185393	GEUV:HG00380	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573160	University of Geneva	ERX162716	NA20796.1.M_120209_2 extract	2012-11-07	7415	5072	2012-11-07	ERR188316	ERS185421	GEUV:NA20796	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573446	University of Geneva	ERX163159	NA20508.1.M_111124_2 extract	2012-11-07	4650	3455	2012-11-07	ERR188021	ERS185362	GEUV:NA20508	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573527	Centre for Genomic Regulation, Barcelona	ERX162809	HG00355.2.M_111215_6 extract	2012-11-07	5841	4016	2012-11-07	ERR188029	ERS185329	GEUV:HG00355	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573420	Centre for Genomic Regulation, Barcelona	ERX163053	HG00276.2.M_111215_8 extract	2012-11-07	5741	3980	2012-11-07	ERR188318	ERS185360	GEUV:HG00276	FIN	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573452	Max Planck Institute for Molecular Genetics	ERX162982	HG00109.3.M_120202_5 extract	2012-11-07	2774	2722	2012-11-07	ERR188328	ERS185395	GEUV:HG00109	GBR	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573458	Institute of Clinical Molecular Biology, University of Kiel, Germany	ERX163040	NA12155.4.M_120208_8 extract	2012-11-07	3171	2240	2012-11-07	ERR188331	ERS185323	GEUV:NA12155	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573087	Uppsala University	ERX162747	NA20798.6.M_120119_6 extract	2012-11-07	2903	2016	2012-11-07	ERR188335	ERS185388	GEUV:NA20798	TSI	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573294	Centre for Genomic Regulation, Barcelona	ERX163105	NA06994.2.M_111215_7 extract	2012-11-07	5490	3980	2012-11-07	ERR188047	ERS185383	GEUV:NA06994	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
SAMEA1573373	University of Geneva	ERX162877	NA11931.1.M_111124_8 extract	2012-11-07	3665	2664	2012-11-07	ERR188049	ERS185392	GEUV:NA11931	CEU	RNA-Seq	<not provided>	PRJEB3366	public	280	PAIRED	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	ERP001942	lymphoblastoid cell line	<not provided>	<not provided>	<not provided>
